UNS #,Base,Grade Name,Li Min,Li Max,Be Min,Be Max,B Min,B Max,C Min,C Max,Na Min,Na Max,Mg Min,Mg Max,Al Min,Al Max,Si Min,Si Max,P Min,P Max,S Min,S Max,K Min,K Max,Ca Min,Ca Max,Sc Min,Sc Max,Ti Min,Ti Max,V Min,V Max,Cr Min,Cr Max,Mn Min,Mn Max,Fe Min,Fe Max,Co Min,Co Max,Ni Min,Ni Max,Cu Min,Cu Max,Zn Min,Zn Max,Ga Min,Ga Max,As Min,As Max,Se Min,Se Max,Sr Min,Sr Max,Y Min,Y Max,Zr Min,Zr Max,Nb Min,Nb Max,Mo Min,Mo Max,Ru Min,Ru Max,Rh Min,Rh Max,Pd Min,Pd Max,Ag Min,Ag Max,Cd Min,Cd Max,Sn Min,Sn Max,Sb Min,Sb Max,Hf Min,Hf Max,Ta Min,Ta Max,W Min,W Max,Re Min,Re Max,Pt Min,Pt Max,Au Min,Au Max,Hg Min,Hg Max,Pb Min,Pb Max,Bi Min,Bi Max,Te Min,Te Max
T-30109,Iron,A-9,0,0,0,0,0,0,0.45,0.55,0,0,0,0,0,0,0.95,1.15,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.8,1.4,4.75,5.5,0,0.5,0,100,0,0,1.25,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,Iron,D-2 or D-4,0,0,0,0,0,0,1.4,2.4,0,0,0,0,0,0,0,0.6,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,1.1,11,13,0,0.6,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-30407,Iron,D-7,0,0,0,0,0,0,2.15,2.5,0,0,0,0,0,0,0,0.6,0,0.03,0,0.03,0,0,0,0,0,0,0,0,3.8,4.4,11.5,13.5,0,0.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-20811,Iron,H-11,0,0,0,0,0,0,0.33,0.43,0,0,0,0,0,0,0.8,1.2,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.3,0.6,4.75,5.5,0.2,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-20812,Iron,H-12,0,0,0,0,0,0,0.3,0.4,0,0,0,0,0,0,0.8,1.2,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0.5,4.75,5.5,0.2,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-20813,Iron,H-13,0,0,0,0,0,0,0.32,0.45,0,0,0,0,0,0,0.8,1.2,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.8,1.2,4.75,5.5,0.2,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-20814,Iron,H-14,0,0,0,0,0,0,0.35,0.45,0,0,0,0,0,0,0.8,1.2,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,4.75,5.5,0.2,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-20821,Iron,H-21,0,0,0,0,0,0,0.26,0.36,0,0,0,0,0,0,0.15,0.5,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.3,0.6,3,3.75,0.15,0.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11301,Iron,M-1,0,0,0,0,0,0,0.78,0.88,0,0,0,0,0,0,0.2,0.5,0,0.03,0,0.03,0,0,0,0,0,0,0,0,1,1.35,3.5,4,0.15,0.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11302,Iron,M-2,0,0,0,0,0,0,0.78,1.05,0,0,0,0,0,0,0.2,0.45,0,0.03,0,0.03,0,0,0,0,0,0,0,0,1.75,2.2,3.75,4.5,0.15,0.4,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T11313 & 323,Iron,M-3 Class 1+2,0,0,0,0,0,0,1,1.25,0,0,0,0,0,0,0.2,0.45,0,0.3,0,0.3,0,0,0,0,0,0,0,0,2.25,3.25,3.75,4.5,0.15,0.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T11334,Iron,M-34,0,0,0,0,0,0,0.85,0.92,0,0,0,0,0,0,0.2,0.45,0,0.03,0,0.03,0,0,0,0,0,0,0,0,1.9,2.3,3.5,4,0.15,0.4,0,100,7.75,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,Iron,M-35,0,0,0,0,0,0,0.78,1.05,0,0,0,0,0,0,0.15,0.45,0,0.03,0,0.03,0,0,0,0,0,0,0,0,1.6,2.2,3.5,4,0.15,0.4,0,100,4.75,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11336,Iron,M-36,0,0,0,0,0,0,0.8,0.9,0,0,0,0,0,0,0.2,0.45,0,0.03,0,0.03,0,0,0,0,0,0,0,0,1.75,2.25,3.75,4.5,0.15,0.4,0,100,7.75,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11304,Iron,M-4,0,0,0,0,0,0,1.25,1.4,0,0,0,0,0,0,0.2,0.45,0,0.03,0,0.03,0,0,0,0,0,0,0,0,3.75,4.5,3.75,4.75,0.15,0.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11342,Iron,M-42,0,0,0,0,0,0,1.05,1.15,0,0,0,0,0,0,0.15,0.65,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.95,1.35,3.5,4.25,0.15,0.4,0,100,7.75,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11348,Iron,M-48,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.6,3.25,4.25,0,0,0,100,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11350,Iron,M-50,0,0,0,0,0,0,0.77,0.85,0,0,0,0,0,0,0,0.25,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.9,1.1,3.75,4.25,0,0.35,0,100,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-11352,Iron,M-52,0,0,0,0,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.4,3.75,4.25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-31501,Iron,O-1,0,0,0,0,0,0,0.85,1,0,0,0,0,0,0,0,0.5,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0.3,0.4,0.6,1,1.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-31502,Iron,O-2,0,0,0,0,0,0,0.85,0.95,0,0,0,0,0,0,0,0.5,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0.3,0,0.35,1.4,1.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-31506,Iron,O-6,0,0,0,0,0,0,1.25,1.55,0,0,0,0,0,0,0.55,1.5,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-31507,Iron,O-7,0,0,0,0,0,0,1.1,1.3,0,0,0,0,0,0,0,0.6,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0.4,0.35,0.85,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-41901,Iron,S-1,0,0,0,0,0,0,0.4,0.55,0,0,0,0,0,0,0.15,1.2,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.15,0.3,1,1.8,0.1,0.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-41905,Iron,S-5,0,0,0,0,0,0,0.5,0.65,0,0,0,0,0,0,1.75,2.25,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0.35,0,0.35,0.6,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-41906,Iron,S-6,0,0,0,0,0,0,0.4,0.5,0,0,0,0,0,0,2,2.5,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.2,0.4,1.2,1.5,1.2,1.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-41907,Iron,S-7,0,0,0,0,0,0,0.45,0.55,0,0,0,0,0,0,0.2,1,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0.3,3,3.5,0.2,0.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-12001,Iron,T-1,0,0,0,0,0,0,0.65,0.8,0,0,0,0,0,0,0.2,0.4,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.9,1.3,3.75,4.5,0.1,0.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-12015,Iron,T-15,0,0,0,0,0,0,1.5,1.6,0,0,0,0,0,0,0.15,0.4,0,0.03,0,0.03,0,0,0,0,0,0,0,0,4.5,5.25,3.75,5,0.15,0.4,0,100,4.75,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-12004,Iron,T-4,0,0,0,0,0,0,0.7,0.8,0,0,0,0,0,0,0.2,0.4,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0.8,1.2,3.75,4.5,0.1,0.4,0,100,4.25,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-12005,Iron,T-5,0,0,0,0,0,0,0.75,0.85,0,0,0,0,0,0,0.2,0.4,0,0.03,0,0.03,0,0,0,0,0,0,0,0,1.8,2.4,3.75,5,0.2,0.4,0,100,7,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N14052,Nickel,Alloy 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,48,50,0,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,Alloy 925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,2.4,0,0,19.5,23.5,0,1,22,38,0,0.5,0,100,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,B 1900,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,2,0,0,0,0,0,0,0,0,0,0,0.7,1.3,0,0,7,9,0,0,0,0.35,9,11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,C-101,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4,0,0,0,0,0,0,0,0,0,0,0,0,3.6,4.4,0,0,12,13.4,0,0,0,0,8.5,9.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.4,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,C-1023,0,0,0,0,0,0,0,0,0,0,0,0,3.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,3.2,4,0,0,15,16,0,0,0,0,9,10.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,CMSX-2 or 3,0,0,0,0,0,0,0,0,0,0,0,0,5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,7,9,0,0,0,0,4.5,5.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,6.75,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,CMSX-4,0,0,0,0,0,0,0,0,0,0,0,0,5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,5.5,7.5,0,0,0,0,8,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6,7,5,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,CMSX-6,0,0,0,0,0,0,0,0,0,0,0,0,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,4,5.4,0,0,9,11,0,0,0,0,4.5,5.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N99646,Nickel,Colmonoy 6,0,0,0,0,2.5,4.5,0.5,1,0,0,0,0,0,0,3.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,2.5,5.5,0,1,0,100,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,D 979,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2.7,3.3,0,0,14,16,0,0.75,21.5,33.5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,D-205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,5,7,0,0,0,100,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,Duranickel,0,0,0,0,0,0,0,0.3,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,GMR235,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.5,0,0,15,16,0,0,9,11,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nickel,GTD222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,0,0,21,24,0,0,0,0,18,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10665,Nickel,Hast B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0.04,0,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10675,Nickel,Hast B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0.03,0,0.01,0,0,0,0,0,0,0,0.2,0,0.2,1,3,0,3,1,3,0,3,0,100,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N06200,Nickel,Hast C-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.08,0,0.03,0,0.01,0,0,0,0,0,0,0,0.2,0,0,22,24,0,0.5,0,3,0,2,0,100,1.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N06022,Nickel,Hast C-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,0,0.02,0,0.02,0,0,0,0,0,0,0,0.2,0,0.35,20,22.5,0,0.5,2,6,0,2,0,100,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,12.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10276,Nickel,Hast C276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.08,0,0.03,0,0.03,0,0,0,0,0,0,0,0.2,0,0.35,14.5,16.5,0,1,4,7,0,2.5,0,100,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N06455,Nickel,Hast C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.08,0,0.04,0,0.03,0,0,0,0,0,0,0,0.7,0,0,14,18,0,1,0,3,0,2,0,100,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N06030,Nickel,Hast G30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,28,31.5,0,1.5,13,17,0,5,0,100,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N06002,Nickel,Hast X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0.03,0,0,0,0,0,0,0,0,0,0,20.5,23,0,1,17,20,0.5,2.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,Nickel,Haynes 242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0.8,1,2,0,2.5,0,100,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,Nickel,Haynes 59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0.5,0,1.5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N07214,Nickel,Haynes 214,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0.2,0,0.02,0,0.02,0,0,0,0,0,0,0,0.5,0,0,15,17,0,0.5,2,4,0,2,0,100,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.05,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N06230,Nickel,Haynes 230,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.25,0.75,0,0.03,0,0.02,0,0,0,0,0,0,0,0.5,0,0,20,24,0.3,1,0,3,0,5,0,100,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,Nickel,HR160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,3,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,26,30,0,1.5,0,3.5,27,33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,Nickel,HW6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,2,27,27,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,Nickel,HyMu80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
